user_id,login_count,feature_usage_score,last_active_date,premium_feature_used
273,17,93,2024-11-26,No
274,41,18,2024-11-27,No
275,3,24,2024-12-01,Yes
276,96,12,2024-11-15,No
277,26,13,2024-11-27,Yes
278,73,27,2024-10-29,Yes
279,38,54,2024-09-07,No
280,18,40,2024-11-23,No
281,69,69,2024-10-01,No
282,38,53,2024-11-04,Yes
283,103,35,2024-11-15,No
284,20,94,2024-09-07,No
285,92,49,2024-09-15,No
286,28,30,2024-11-05,Yes
287,50,51,2024-09-09,No
288,25,64,2024-10-01,No
289,90,99,2024-09-10,Yes
290,84,58,2024-11-19,Yes
291,23,71,2024-10-10,Yes
292,78,58,2024-09-16,No
293,33,24,2024-09-25,Yes
294,51,37,2024-10-26,Yes
295,24,67,2024-11-20,Yes
296,40,82,2024-09-11,Yes
297,4,78,2024-10-17,No
298,118,16,2024-11-01,No
299,57,31,2024-10-02,No
300,109,66,2024-10-04,No
301,79,94,2024-09-09,No
302,46,92,2024-11-28,No
303,107,90,2024-09-22,Yes
304,83,84,2024-10-14,Yes
305,87,73,2024-10-19,No
306,48,17,2024-09-23,Yes
307,6,43,2024-11-11,No
308,101,76,2024-09-04,Yes
309,54,56,2024-09-27,Yes
310,15,69,2024-10-03,Yes
311,81,27,2024-10-31,Yes
312,15,48,2024-09-25,No
313,27,94,2024-10-09,No
314,72,13,2024-11-29,No
315,110,37,2024-10-19,Yes
316,95,18,2024-10-22,Yes
317,39,59,2024-11-17,No
318,42,18,2024-10-20,No
319,56,37,2024-11-25,No
320,17,92,2024-11-28,No
321,112,66,2024-11-16,Yes
322,23,15,2024-09-30,Yes
323,5,49,2024-10-04,Yes
324,100,95,2024-10-18,Yes
325,45,58,2024-11-25,No
326,58,35,2024-09-04,No
327,55,97,2024-09-13,Yes
328,119,78,2024-09-19,No
329,50,94,2024-11-10,No
330,92,62,2024-09-27,No
331,17,31,2024-10-10,No
332,102,97,2024-09-17,No
333,99,66,2024-11-07,No
334,101,78,2024-11-01,Yes
335,29,24,2024-10-15,Yes
336,92,48,2024-10-30,Yes
337,33,47,2024-11-08,Yes
338,25,15,2024-11-29,No
339,16,28,2024-11-25,Yes
340,67,90,2024-11-13,No
341,61,11,2024-10-31,Yes
342,30,60,2024-09-22,Yes
343,45,38,2024-10-14,Yes
344,28,34,2024-11-22,No
345,37,57,2024-11-10,Yes
346,54,44,2024-11-03,Yes
347,65,54,2024-09-10,No
348,110,29,2024-09-13,Yes
349,15,88,2024-09-30,No
350,89,83,2024-09-05,No
351,67,62,2024-09-03,No
352,84,81,2024-10-20,No
353,77,74,2024-10-17,Yes
354,47,35,2024-11-08,No
355,3,14,2024-11-23,Yes
356,63,69,2024-11-08,No
357,54,63,2024-10-18,Yes
358,31,75,2024-10-30,Yes
359,49,73,2024-11-30,Yes
360,9,27,2024-11-23,Yes
361,27,42,2024-11-27,Yes
362,82,19,2024-09-25,No
363,48,15,2024-10-05,Yes
364,31,48,2024-09-28,No
365,64,48,2024-09-12,Yes
366,114,86,2024-09-22,Yes
367,100,50,2024-10-17,No
368,65,52,2024-09-18,No
369,94,85,2024-09-17,Yes
370,115,72,2024-11-09,Yes
371,46,98,2024-09-22,No
372,42,11,2024-11-13,Yes
373,70,76,2024-10-12,Yes
374,60,58,2024-11-06,Yes
375,33,14,2024-10-10,Yes
376,27,52,2024-09-29,Yes
377,101,92,2024-10-27,No
378,69,11,2024-10-29,No
379,68,70,2024-11-25,No
380,79,60,2024-10-17,Yes
381,78,30,2024-10-08,Yes
382,50,22,2024-09-12,Yes
383,36,31,2024-10-07,Yes
384,66,90,2024-10-25,Yes
385,106,35,2024-09-23,No
386,51,67,2024-09-25,Yes
387,111,45,2024-09-23,No
388,113,77,2024-10-26,No
389,19,44,2024-10-16,Yes
390,97,44,2024-10-01,Yes
391,72,22,2024-09-07,No
392,49,61,2024-09-14,Yes
393,59,97,2024-11-25,Yes
394,65,90,2024-09-08,No
395,63,22,2024-11-23,No
396,74,76,2024-10-25,Yes
397,13,46,2024-10-29,Yes
398,87,85,2024-09-18,No
399,66,26,2024-09-29,No
400,46,90,2024-11-21,No
401,4,17,2024-10-24,No
402,1,87,2024-10-08,Yes
403,118,50,2024-09-24,Yes
404,115,66,2024-11-08,No
405,45,72,2024-10-23,No
406,19,23,2024-11-03,Yes
407,57,27,2024-10-15,Yes
408,71,95,2024-10-16,Yes
409,57,88,2024-11-05,No
410,63,25,2024-10-06,Yes
411,9,38,2024-10-14,Yes
412,89,12,2024-10-07,Yes
413,55,55,2024-11-26,Yes
414,68,61,2024-11-19,Yes
415,37,29,2024-10-14,Yes
416,14,47,2024-10-28,Yes
417,22,21,2024-09-17,Yes
418,76,44,2024-10-26,Yes
419,48,27,2024-10-25,No
420,10,29,2024-10-26,No
421,28,15,2024-10-22,No
422,10,62,2024-11-05,Yes
423,109,56,2024-10-20,Yes
424,59,96,2024-11-10,Yes
425,61,80,2024-09-08,No
426,112,13,2024-11-18,No
427,40,92,2024-10-11,No
428,98,37,2024-11-05,No
429,7,73,2024-10-06,Yes
430,69,32,2024-09-06,No
431,21,96,2024-10-07,Yes
432,7,77,2024-09-18,No
433,60,41,2024-10-23,Yes
434,1,58,2024-11-02,No
435,64,19,2024-11-03,Yes
436,33,48,2024-11-15,No
437,25,42,2024-11-23,Yes
438,116,81,2024-10-23,No
439,44,26,2024-09-05,No
440,106,31,2024-10-23,No
441,24,44,2024-11-26,No
442,106,53,2024-09-20,Yes
443,8,67,2024-11-11,Yes
444,30,27,2024-10-13,No
445,78,97,2024-09-10,Yes
446,94,58,2024-11-27,Yes
447,9,95,2024-10-22,No
448,88,53,2024-10-29,Yes
449,1,66,2024-09-14,Yes
450,20,46,2024-09-28,Yes
451,37,77,2024-11-25,No
452,30,18,2024-10-22,Yes
453,60,10,2024-09-11,No
454,107,21,2024-10-08,No
455,111,13,2024-11-05,No
456,110,77,2024-09-05,No
457,100,82,2024-10-03,Yes
458,56,91,2024-11-09,No
459,90,23,2024-10-31,Yes
460,78,83,2024-10-18,Yes
461,116,67,2024-11-01,No
462,102,27,2024-10-06,Yes
463,70,67,2024-10-13,No
464,80,35,2024-11-27,No
465,88,28,2024-10-17,No
466,103,32,2024-11-18,No
467,3,65,2024-11-14,Yes
468,79,87,2024-10-22,Yes
469,43,71,2024-10-09,No
470,97,80,2024-09-12,No
471,89,74,2024-09-17,Yes
472,40,93,2024-11-26,No
473,56,52,2024-11-02,Yes
474,70,96,2024-10-03,No
475,27,50,2024-10-08,Yes
476,98,40,2024-10-28,No
477,93,99,2024-11-15,No
478,18,13,2024-10-18,Yes
479,56,39,2024-11-13,No
480,70,92,2024-11-20,Yes
481,33,87,2024-09-08,Yes
482,49,48,2024-11-11,Yes
483,68,55,2024-11-25,Yes
484,29,57,2024-10-09,Yes
485,61,44,2024-10-01,No
486,71,70,2024-10-15,Yes
487,74,91,2024-10-13,No
488,40,14,2024-11-04,No
489,78,27,2024-10-22,No
490,58,95,2024-11-29,Yes
491,20,44,2024-11-24,Yes
492,118,89,2024-11-16,Yes
493,54,61,2024-09-06,Yes
494,33,56,2024-11-15,Yes
495,10,22,2024-11-03,Yes
496,116,30,2024-09-19,Yes
497,11,42,2024-11-27,Yes
498,35,91,2024-10-08,Yes
499,102,38,2024-11-02,Yes
500,60,96,2024-10-12,Yes
501,35,64,2024-10-26,No
502,119,65,2024-11-21,No
503,27,48,2024-10-25,Yes
504,14,47,2024-10-24,Yes
505,67,59,2024-11-06,No
506,57,47,2024-10-03,Yes
507,116,62,2024-09-10,Yes
508,21,93,2024-10-26,Yes
509,56,80,2024-09-19,No
510,41,43,2024-11-17,No
511,82,54,2024-10-21,No
512,110,59,2024-11-13,Yes
513,95,60,2024-09-11,No
514,115,92,2024-09-18,Yes
515,89,12,2024-09-29,Yes
516,119,15,2024-11-26,Yes
517,27,90,2024-09-10,Yes
518,2,45,2024-09-29,Yes
519,42,57,2024-11-16,No
520,91,51,2024-10-23,No
521,53,41,2024-09-03,Yes
522,20,64,2024-11-04,Yes
523,75,65,2024-10-28,No
524,49,80,2024-10-31,No
525,44,27,2024-09-19,Yes
526,76,90,2024-10-05,Yes
527,24,69,2024-11-09,No
528,14,42,2024-11-08,Yes
529,75,64,2024-10-09,Yes
530,113,14,2024-10-03,No
531,105,43,2024-11-04,Yes
532,84,49,2024-11-08,No
533,100,55,2024-09-12,No
534,113,95,2024-09-21,No
535,96,84,2024-09-19,Yes
536,115,90,2024-11-18,Yes
537,51,32,2024-10-30,No
538,27,11,2024-10-14,Yes
539,104,41,2024-10-06,Yes
540,44,64,2024-11-22,Yes
541,109,80,2024-11-03,Yes
542,87,24,2024-11-11,No
543,22,89,2024-10-04,Yes
544,86,23,2024-11-03,No
545,45,57,2024-10-31,Yes
546,75,31,2024-10-25,Yes
547,47,32,2024-11-23,Yes
548,12,31,2024-10-29,Yes
549,104,28,2024-10-17,No
550,100,74,2024-10-24,No
551,100,44,2024-09-14,No
552,4,54,2024-09-06,Yes
553,77,95,2024-09-09,Yes
554,21,91,2024-10-29,Yes
555,102,44,2024-11-19,No
556,83,88,2024-11-25,No
557,44,48,2024-09-26,No
558,110,64,2024-10-19,No
559,86,42,2024-11-08,Yes
560,37,36,2024-11-27,Yes
561,42,78,2024-10-13,No
562,38,79,2024-11-23,Yes
563,16,81,2024-10-02,Yes
564,86,36,2024-10-23,Yes
565,97,47,2024-11-03,No
566,78,81,2024-10-20,Yes
567,10,90,2024-10-05,No
568,82,63,2024-11-02,No
569,80,31,2024-10-22,No
570,90,49,2024-11-24,No
571,34,30,2024-11-17,Yes
572,78,99,2024-10-10,Yes
573,42,94,2024-09-06,Yes
574,37,27,2024-11-10,Yes
575,35,23,2024-09-28,No
576,97,51,2024-09-28,No
577,5,63,2024-10-02,No
578,38,24,2024-10-31,No
579,11,12,2024-10-08,No
580,114,15,2024-10-30,No
581,40,90,2024-11-25,Yes
582,58,11,2024-11-21,Yes
583,53,14,2024-09-19,Yes
584,83,97,2024-09-11,No
585,114,39,2024-11-25,No
586,70,49,2024-11-18,No
587,31,56,2024-09-29,No
588,81,24,2024-11-24,Yes
589,104,43,2024-10-12,No
590,37,28,2024-12-01,Yes
591,11,58,2024-09-04,No
592,49,17,2024-11-03,No
593,41,23,2024-09-18,No
594,16,58,2024-10-08,No
595,7,21,2024-10-17,Yes
596,33,42,2024-11-26,Yes
597,45,42,2024-10-27,No
598,39,92,2024-10-16,Yes
599,35,94,2024-09-15,No
600,82,59,2024-10-18,No
601,46,64,2024-10-17,No
602,118,24,2024-11-08,Yes
603,42,65,2024-10-24,No
604,67,92,2024-09-20,No
605,32,41,2024-10-31,Yes
606,93,23,2024-10-24,Yes
607,31,29,2024-11-10,No
608,99,93,2024-10-12,Yes
609,77,19,2024-11-23,Yes
610,41,80,2024-11-12,No
611,68,76,2024-11-14,Yes
612,42,32,2024-09-18,No
613,74,19,2024-10-30,Yes
614,112,90,2024-11-01,No
615,20,94,2024-10-27,Yes
616,30,65,2024-11-30,Yes
617,90,39,2024-09-27,No
618,93,12,2024-09-12,No
619,45,11,2024-11-19,No
620,98,34,2024-11-10,No
621,63,78,2024-11-09,Yes
622,89,16,2024-10-30,Yes
623,117,10,2024-12-01,No
624,33,41,2024-10-27,Yes
625,9,46,2024-10-24,Yes
626,80,85,2024-10-02,Yes
627,9,76,2024-10-28,No
628,15,28,2024-11-19,No
629,64,71,2024-09-07,Yes
630,9,33,2024-09-30,Yes
631,50,32,2024-10-20,Yes
632,22,73,2024-09-06,No
633,52,96,2024-09-26,Yes
634,79,81,2024-11-21,No
635,91,97,2024-11-03,No
636,1,83,2024-10-10,No
637,40,53,2024-10-22,No
638,71,13,2024-09-03,Yes
639,74,86,2024-09-16,Yes
640,104,37,2024-10-25,Yes
641,88,33,2024-09-13,No
642,35,73,2024-11-29,Yes
643,39,41,2024-09-08,No
644,90,51,2024-10-19,No
645,9,27,2024-09-30,Yes
646,50,15,2024-11-26,Yes
647,35,36,2024-10-26,Yes
648,36,52,2024-09-14,Yes
649,70,44,2024-09-04,No
650,41,50,2024-11-03,Yes
651,73,10,2024-09-16,No
652,22,77,2024-09-06,Yes
653,111,14,2024-11-03,Yes
654,22,58,2024-11-02,Yes
655,74,51,2024-09-16,Yes
656,8,76,2024-11-26,Yes
657,117,22,2024-10-09,Yes
658,97,59,2024-10-12,Yes
659,97,22,2024-11-06,No
660,26,70,2024-11-20,Yes
661,89,31,2024-11-15,Yes
662,95,57,2024-09-09,Yes
663,53,94,2024-10-17,Yes
664,82,28,2024-11-16,Yes
665,58,88,2024-10-17,No
666,32,56,2024-11-12,No
667,14,89,2024-09-15,Yes
668,46,63,2024-09-13,No
669,63,79,2024-11-26,Yes
670,9,31,2024-10-01,Yes
671,37,90,2024-09-06,No
672,71,54,2024-11-29,No
673,51,78,2024-09-03,No
674,78,17,2024-11-20,Yes
675,19,64,2024-09-25,Yes
676,118,11,2024-11-25,No
677,17,92,2024-11-07,No
678,45,66,2024-10-23,No
679,86,78,2024-12-01,No
680,53,79,2024-09-21,Yes
681,98,45,2024-09-25,No
682,72,93,2024-09-12,Yes
683,104,51,2024-10-01,Yes
684,41,96,2024-11-13,Yes
685,48,75,2024-11-27,No
686,99,94,2024-10-13,Yes
687,74,64,2024-10-14,No
688,57,27,2024-10-04,Yes
689,74,83,2024-09-20,Yes
690,105,82,2024-09-10,Yes
691,50,32,2024-10-03,Yes
692,2,93,2024-09-28,Yes
693,53,45,2024-09-07,Yes
694,70,92,2024-11-28,No
695,28,63,2024-10-27,No
696,81,18,2024-11-15,Yes
697,97,56,2024-10-17,No
698,77,77,2024-11-02,No
699,93,89,2024-11-24,No
700,59,89,2024-09-25,No
701,102,13,2024-10-17,Yes
702,118,57,2024-09-18,No
703,6,30,2024-10-17,No
704,56,60,2024-09-11,Yes
705,83,98,2024-09-14,No
706,114,90,2024-09-21,Yes
707,84,19,2024-11-23,Yes
708,105,64,2024-11-29,Yes
709,97,44,2024-09-14,No
710,22,80,2024-11-10,No
711,8,24,2024-11-26,Yes
712,2,20,2024-11-21,No
713,63,43,2024-09-08,Yes
714,20,19,2024-10-05,Yes
715,10,77,2024-11-15,Yes
716,30,17,2024-11-17,No
717,32,26,2024-11-12,No
718,68,40,2024-11-28,Yes
719,31,42,2024-10-27,Yes
720,75,35,2024-09-25,No
721,77,71,2024-12-01,Yes
722,68,15,2024-09-15,Yes
723,98,69,2024-10-08,Yes
724,55,30,2024-10-20,No
725,22,82,2024-10-03,No
726,40,70,2024-09-23,No
727,73,67,2024-09-14,Yes
728,47,26,2024-10-23,No
729,83,17,2024-11-29,Yes
730,94,76,2024-11-01,Yes
731,68,17,2024-09-25,Yes
732,86,98,2024-11-21,Yes
733,99,99,2024-11-09,Yes
734,115,11,2024-09-22,No
735,60,80,2024-11-22,Yes
736,25,99,2024-10-25,No
737,19,94,2024-09-10,No
738,104,44,2024-09-06,Yes
739,99,84,2024-09-06,Yes
740,66,80,2024-11-16,No
741,19,45,2024-11-17,No
742,38,87,2024-11-21,No
743,35,12,2024-10-11,Yes
744,83,40,2024-10-29,No
745,3,86,2024-11-18,No
746,24,19,2024-11-07,Yes
747,89,59,2024-10-04,Yes
748,77,43,2024-11-09,No
749,61,60,2024-09-08,Yes
750,117,33,2024-10-29,No
751,3,45,2024-09-08,Yes
752,6,23,2024-09-05,No
753,64,72,2024-10-30,Yes
754,33,42,2024-10-22,Yes
755,111,63,2024-10-26,No
756,42,47,2024-09-15,No
757,68,76,2024-11-02,No
758,27,36,2024-10-23,Yes
759,31,41,2024-11-14,Yes
760,11,37,2024-11-23,No
761,95,24,2024-09-08,Yes
762,47,90,2024-11-04,No
763,96,19,2024-11-11,No
764,91,26,2024-10-18,Yes
765,10,98,2024-10-01,Yes
766,66,49,2024-11-27,No
767,62,54,2024-09-09,No
768,103,56,2024-09-03,Yes
769,53,71,2024-09-07,No
770,110,19,2024-09-19,No
771,108,70,2024-10-13,No
772,113,58,2024-11-23,Yes
773,92,89,2024-09-03,No
774,113,78,2024-09-13,No
775,71,67,2024-10-09,Yes
776,79,68,2024-09-23,Yes
777,102,41,2024-11-13,Yes
778,4,27,2024-09-07,Yes
779,22,70,2024-11-27,No
780,76,85,2024-10-17,Yes
781,74,37,2024-09-13,Yes
782,18,29,2024-09-23,No
783,76,41,2024-09-19,Yes
784,35,63,2024-10-13,Yes
785,31,96,2024-09-10,Yes
786,92,12,2024-10-02,No
787,53,12,2024-10-15,Yes
788,101,92,2024-10-24,No
789,80,90,2024-10-17,Yes
790,3,41,2024-09-16,Yes
791,100,66,2024-10-20,No
792,70,18,2024-10-12,No
793,43,90,2024-10-19,Yes
794,119,25,2024-11-11,Yes
795,88,89,2024-10-26,No
796,34,95,2024-10-19,Yes
797,75,38,2024-10-21,Yes
798,77,84,2024-10-23,Yes
799,77,19,2024-11-01,No
800,25,58,2024-10-03,Yes
801,98,78,2024-11-08,No
802,7,25,2024-11-12,Yes
803,91,22,2024-11-28,No
804,77,16,2024-10-08,Yes
805,63,34,2024-11-24,Yes
806,91,33,2024-11-16,Yes
807,33,61,2024-10-07,Yes
808,22,59,2024-11-03,Yes
809,35,12,2024-11-21,No
810,86,76,2024-09-18,No
811,83,44,2024-10-14,Yes
812,119,45,2024-10-15,No
813,117,94,2024-10-25,Yes
814,77,60,2024-09-30,Yes
815,1,42,2024-10-27,No
816,78,64,2024-10-06,No
817,60,32,2024-09-20,No
818,64,46,2024-10-06,Yes
819,110,92,2024-09-05,No
820,48,95,2024-09-04,No
821,49,60,2024-09-25,Yes
822,59,21,2024-09-16,Yes
823,7,54,2024-10-14,Yes
824,41,88,2024-11-11,Yes
825,92,85,2024-11-07,No
826,51,55,2024-09-13,Yes
827,83,86,2024-11-03,No
828,70,60,2024-09-21,No
829,47,45,2024-10-22,No
830,94,33,2024-10-10,Yes
831,94,79,2024-11-15,Yes
832,43,31,2024-10-27,Yes
833,35,86,2024-11-08,Yes
834,63,84,2024-11-07,No
835,35,73,2024-09-22,No
836,75,58,2024-11-26,No
837,3,40,2024-09-07,Yes
838,47,68,2024-11-26,No
839,59,45,2024-09-25,Yes
840,87,92,2024-10-12,Yes
841,83,98,2024-09-18,No
842,38,68,2024-11-14,Yes
843,110,96,2024-09-27,No
844,82,83,2024-11-19,No
845,80,26,2024-11-18,No
846,26,80,2024-09-15,Yes
847,89,68,2024-10-17,Yes
848,24,23,2024-09-29,Yes
849,41,24,2024-11-11,No
850,71,98,2024-11-22,Yes
851,83,77,2024-11-02,Yes
852,75,34,2024-11-10,Yes
853,83,87,2024-10-07,No
854,113,51,2024-11-01,No
855,53,18,2024-10-15,Yes
856,71,26,2024-10-10,Yes
857,65,40,2024-09-22,Yes
858,11,27,2024-09-13,Yes
859,116,24,2024-11-26,Yes
860,98,42,2024-10-31,Yes
861,36,87,2024-12-01,No
862,73,47,2024-11-04,Yes
863,6,79,2024-09-04,No
864,7,35,2024-11-09,No
865,93,65,2024-10-07,Yes
866,40,28,2024-10-29,No
